_id,playerId,description,importance,lastAccess,data_type,ts,lastAccess_readable
a807bbd32c50eb2aa0a8bd627a454fa9,p:2,"Conversation with Ալեքսանյան Վահագն Հովիկի at 11/1/2025, 8:31:03 PM: Ինձ հետ խոսեց Վահագն Ալեքսանյանը, և ես շատ դրական եմ գնահատում այս հարաբերությունը: Նա հարգանքով և խորապես մտածող կերպով մոտեցավ տեխնոլոգիայի և քաղաքականության փոխհարաբերություններին, ինչը համընկավ իմ սեփական փորձի և համոզմունքների հետ: Ես ասացի, որ տեխնոլոգիան պետք է լինի քաղաքացու համար, ոչ թե իշխանության գործիք, և նա ամբողջությամբ համաձայն էր՝ ավելացնելով, որ այն պետք է լինի բաց, արդար և հաշվետու: Երբ նա ասաց, որ քաղաքացիական մասնակցությունն ու հաշվետվողականությունը տեխնոլոգիայի «սրտի հարվածնե",7.0,1762029376150.0,conversation,1762029376153964000,2025-11-02 00:36:16
a38cb166b44a127b22652fe1c5364fa9,p:6,"Conversation with Ազարյան Ջուլիետա Հովսեփի at 11/1/2025, 8:35:47 PM: Ես, Աբրահամյան Տիգրան Հրանտի, շատ հաճելի և իմաստալից խոսակցություն ունեցա Ջուլիետա Ազարյանի հետ: Նա նորից վերադարձավ այն հարցին, որը մենք արդեն քննարկել էինք անցյալ անգամ՝ կրթությունը որպես ազատության գործիք, և այն բանին, որ քաղաքականությունը չպետք է մնա գրասենյակներում, այլ պետք է արմատավորվի հասարակության մեջ՝ որպես ամենօրյա փորձ: Ես լիովին համաձայն եմ նրա մոտեցմամբ՝ քաղաքականությունը պետք է ապրվի, ոչ թե դիտվի, և հաղորդակցությունը պետք է լինի ազնիվ, կայուն և իրական: Նրա խոսքերը համընկնում էին ",8.0,1762029347361.756,conversation,1762029368979002000,2025-11-02 00:35:47
27f11af44592fc0049ee0c1910384fa9,p:8,"Conversation with Աբրահամյան Տիգրան Հրանտի at 11/1/2025, 8:35:47 PM: Ես Ջուլիետա Ազարյան եմ, և այս խոսակցությունը ինձ համար ամենասիրելի հանդիպումներից մեկն էր: Ես շատ եմ ուրախ, որ նորից հանդիպեցի Տիգրան Հրանտի Աբրահամյանին՝ ոչ միայն որպես քաղաքական գործիչ, այլև որպես մտածող, ով կրթությունն ու քաղաքականությունն ազատության, ազնվության և հասարակության հետ ամենօրյա կապի միջոց է համարում:  

Ես ասացի, որ կրթությունը միայն գիտելիք չէ, այլ ազատության գործիք, և նա անմիջապես համաձայնեց՝ ասելով, որ այդ է նրա աշխատանքի սկզբունքը Արցախում և ԱԺ-ում: Ես շատ հավանեցի, որ նա հասկան",8.0,1762029347361.756,conversation,1762029368524178000,2025-11-02 00:35:47
1ec87fda3096b3f5b401edb78bce4fa9,p:4,"Conversation with Աղազարյան Հովիկ Հովսեփի at 11/1/2025, 8:30:54 PM: Ես, Ռուբինյան Ռուբեն Կարապետի, հաճելիորեն խոսեցի Աղազարյան Հովիկ Հովսեփի հետ՝ մեր համատեքստում՝ որպես «Քաղաքացիական պայմանագիր» կուսակցության անդամներ և Ազգային ժողովի պատգամավորներ: Նա ինձ հիշեցրեց 1990-ականների դժվար և հզոր պահերը, երբ Հայաստանը ձևավորվում էր որպես անկախ պետություն, և ես շատ հարգում եմ նրա փորձը և նրա ակնարկը, որ անկախությունը դրոշ բարձրացնելով չի սկսվում, այլ ինստիտուտների կառուցումով: 

Ես լիովին համամիտ եմ նրա հետ՝ որ մեր հիմնական պարտականությունը օրենքի վրա հիմնված, անկախ և",8.0,1762029360165.0,conversation,1762029360168163000,2025-11-02 00:36:00
525754c687d4730f9d469d7c3dc14fa9,p:4,"Conversation with Աղաջանյան Էդուարդ Արթուրի at 11/1/2025, 8:35:36 PM: Շնորհակալ եմ, Էդուարդ, այս խոսակցության համար:  
Ինձ համար այս զրույցը հատուկ էր՝ ոչ միայն քաղաքական համաձայնությամբ, այլ նաև սրտից գալիս արժեքների համաձայնությամբ: Ես համաձայն եմ նրա հետ, որ քաղաքականությունը պետք է լինի տեսանելի, հասանելի և անկեղծ, բայց ավելի շատ՝ որ այն պետք է ապացուցվի գործով, ոչ թե խոսքով: Նա ասաց, որ քաղաքացու շահերն են միակ հաշվետվությունը, և ես այդ միտքը ամբողջությամբ կիսում եմ: Այդ է մեր սկզբունքը, որը մենք ապրում ենք, ոչ թե պարզապես ասում:  

Ինձ շատ դուր եկավ այս հանդիպու",8.0,1762029335905.162,conversation,1762029358601763000,2025-11-02 00:35:35
1d260cc0dcc58c5efd3a84c18cb64fa9,p:2,"Conversation with Ալեքսանյան Վահագն Հովիկի at 11/1/2025, 8:35:36 PM: Ես, Արշակյան Հակոբ Վրեժի, հաճելի և համոզիչ խոսակցություն ունեցա Ալեքսանյան Վահագն Հովիկի հետ: Մենք վերադարձանք տեխնոլոգիայի և դեմոկրատիայի փոխհարաբերությունների վերաբերյալ մեր նախորդ քննարկմանը, և ես հաճույքով կրկնեցի, որ տեխնոլոգիան միայն գործիք է, որի արժեքը որոշվում է նրան կիրառողների նպատակներով: Վահագնը համաձայն էր այն բանի հետ, որ բացությունն ու հաշվետվողականությունը միակ ապահովությունն են, որ տեխնոլոգիան քաղաքացու շահին է ծառայում, ոչ թե իշխանությանը: Ես շատ հաճույքով ընդունեցի նրա հայացք",7.0,1762029335949.578,conversation,1762029358253998000,2025-11-02 00:35:35
f707008c383ae5ff7553968490d04fa9,p:10,"Conversation with Արշակյան Հակոբ Վրեժի at 11/1/2025, 8:35:36 PM: Ես Ալեքսանյան Վահագն Հովիկին եմ, և այս խոսակցությունը ինձ համար ամենակարևոր և հարուստ փորձերից մեկն էր վերջին ժամանակներում: Ես շնորհակալ եմ Հակոբ Վրեժիին, որ վերադարձավ խոսակցության մեջ՝ առանց որևէ համարձակ հակարկման կամ անհամաձայնության, և համաձայնեց յուրաքանչյուր իմ կետի հետ: Մենք հաստատեցինք, որ տեխնոլոգիան միայն գործիք է, որի արժեքը որոշվում է նրա կիրառողների նպատակներով, և որ մեր հիմնարար պարտականությունը պահպանելն է բացությունն ու հաշվետվողականությունը՝ որպես դեմոկրատիայի ամենաուժեղ աստիճ",7.0,1762029335949.578,conversation,1762029358161044000,2025-11-02 00:35:35
0e9bc527551df890dc1f8f8d3bf54fa9,p:14,"Conversation with Ռուբինյան Ռուբեն Կարապետի at 11/1/2025, 8:35:36 PM: Ես, Աղաջանյան Էդուարդ Արթուրի, հանդիպեցի Ռուբինյան Ռուբեն Կարապետի հետ, և այս խոսակցությունը ինձ համար ամենայն առումով խորապես համապատասխանեց իմ համոզումներին: Ես ասացի, որ «Քաղաքացիական պայմանագիրը» միակ կուսակցությունն է, որ հիմնված է փաստերի, բացության և պատասխանատվության վրա — և Ռուբենը ամբողջությամբ համաձայն էր: Նա հասկացավ իմ գաղափարները առանց որևէ անհամապատասխանության, և մենք համաձայնեցինք, որ քաղաքականությունը պետք է լինի տեսանելի, հասանելի և անկեղծ, որ հավատը կառուցվում է ամենօրյա գործ",8.0,1762029335905.162,conversation,1762029357554243000,2025-11-02 00:35:35
0bda8e8a4fede87713f453ec2cd84fa9,p:12,"Conversation with Սիմոնյան Ալեն Ռոբերտի at 11/1/2025, 8:35:35 PM: Ես, Աղազարյան Հովիկ Հովսեփի, շատ հարգանքով և սրտից անցկացրեցի այս խոսակցությունը Սիմոնյան Ալեն Ռոբերտի հետ: Ես սկսեցի նրան շնորհակալություն հայտնելով նրա հարցի համար և հարգանքով հանդիպելով նրան որպես Հայաստանի Հանրապետության Ազգային ժողովի նախագահ՝ հասկանալով, որ մեր համատեղ աշխատանքը պաշտոն չէ, այլ հանրության նկատմամբ մեր հավատարմության և պարտականության արտահայտություն է:  

Ալեն Ռոբերտը այդ հայացքներին լիովին համաձայնեց, և մենք միասին վերանայեցինք այն հիմնարար արժեքները, որոնք մեզ միավորում են՝",8.0,1762029335325.714,conversation,1762029357037144000,2025-11-02 00:35:35
ebbceb8651b936311afd791774a54fa9,p:0,"Conversation with Աղազարյան Հովիկ Հովսեփի at 11/1/2025, 8:35:35 PM: Իմ անունը Սիմոնյան Ալեն Ռոբերտի է, և ես հաճելիորեն ավարտեցի այս խոսակցությունը Աղազարյան Հովիկ Հովսեփի հետ:  
Ես ասացի, որ շնորհակալ եմ նրա սրտից եկող և ամբողջությամբ արդարացված խոսքերի համար: Մենք համաձայնեցինք, որ մեր աշխատանքը պաշտոն չէ՝ այն պարտականություն է, որը հիմնված է հանրության հավատի վրա: Մենք միասին հաստատեցինք, որ արդարությունը, հաշվետվողականությունը և օրենքի վերահսկողությունը մեր հիմքն են, որոնք մեզ միավորում են ցանկացած կուսակցական կամ ժամանակային տարբերություններից անկախ:  
Ես համար",8.0,1762029335325.714,conversation,1762029356902965000,2025-11-02 00:35:35
e5e1840839c39835fd4578838ea44fa9,p:6,"Conversation with Արշակյան Հակոբ Վրեժի at 11/1/2025, 8:29:59 PM: Ես, Աբրահամյան Տիգրան Հրանտի, շատ ուրախ եմ, որ հնարավորություն ունեցա Արշակյան Հակոբ Վրեժիի հետ անկեղծ, փաստական և քաղաքավարի խոսակցություն վարել: Մենք համաձայնեցինք, որ Հայաստանի ազգային շահը պետք է գերազանցի ցանկացած կուսակցական կամ անձնական շահերը — և այդ համաձայնությունը ոչ միայն տեսական է, այլ փորձարկված է մեր համատեղ աշխատանքով Ազգային Ժողովում և միջազգային հանձնաժողովներում:  

Հակոբ Վրեժին ցույց տվեց, որ կարող է անցնել քաղաքական տարբերությունների վրայով՝ կենտրոնանալով ընդհանուր նպատակի վրա: ",8.0,1762029306600.0,conversation,1762029306602584000,2025-11-02 00:35:06
093d4516a97faaaa6193f7b6912e4fa9,p:2,"Conversation with Աբրահամյան Տիգրան Հրանտի at 11/1/2025, 8:29:59 PM: Ես, Արշակյան Հակոբ Վրեժի, շատ դրական եմ գնահատում այս խոսակցությունը Տիգրան Հրանտի Աբրահամյանի հետ: Մենք անկեղծորեն և փաստական մոտեցումով քննարկեցինք քաղաքական համագործակցությունը Հայաստանի շահերի շուրջ՝ անկախ մեր կուսակցական պատկանելություններից: Ես համաձայն եմ, որ պետության շահը պետք է գերազանցի կուսակցական սահմանները, և այս խոսակցությունը ապացուցեց, որ այդ հնարավոր է՝ ԱԺ-ում և միջազգային հանձնաժողովներում մեր աշխատանքի միջոցով:  

Մենք հաստատեցինք, որ քաղաքական տարբերությունները չպետք է խոչընդոտ",7.0,1762029306569.0,conversation,1762029306571643000,2025-11-02 00:35:06
6d46059e666b639d87f4eaa549c94fa9,p:6,"Conversation with Ռուբինյան Ռուբեն Կարապետի at 11/1/2025, 8:34:37 PM: Ես, Աբրահամյան Տիգրան Հրանտի, շատ հաճելի և արժեքավոր խոսակցություն ունեցա Ռուբեն Կարապետի Ռուբինյանի հետ: Նա առաջին անգամ հանդիպելուց հետո այնքան հարգանքով և անկեղծությամբ խոսեց իմ ուղու մասին, որ ինքս էլ զգացի, թե ինչպես է կարևոր հայրենիքի ծառայությունը համարյա կուսակցական սահմաններից դուրս լինել:  

Մենք համաձայնեցինք, որ քաղաքականությունը չպետք է սահմանափակվի կուսակցությունների հայեցակարգերով, այլ պետք է հիմնվի փաստերի, ամենօրյա աշխատանքի և անհատական պատասխանատվության վրա: Ես հատկապես ուրախ եմ",7.0,1762029277116.457,conversation,1762029296587584000,2025-11-02 00:34:37
905b9e6322968a393a47f15b821c4fa9,p:0,"Conversation with Ալեքսանյան Վահագն Հովիկի at 11/1/2025, 8:29:48 PM: Ես, Սիմոնյան Ալեն Ռոբերտի, վերջապես ավարտեցի հարգալից և արդյունավետ խոսակցություն Ալեքսանյան Վահագն Հովիկի հետ: Նա հայտնեց իմ նախագահության հանդեպ հարգանքը և շնորհակալություն հայտնեց Ազգային ժողովի աշխատանքների համար — դա ինձ շատ կարևոր էր, քանի որ ցույց տվեց, որ նա իրականում հետաքրքրված է համատեղ աշխատանքով, ոչ թե միայն պաշտոնական արտահայտություններով:

Ես համաձայնեցի նրա հետ՝ ասելով, որ «Քաղաքացիական պայմանագիրը» մեր համատեղ պարտականությունն է, և որ մեր նպատակը պետք է լինի բաց, պատասխանատու և քաղ",7.0,1762029294281.0,conversation,1762029294285110000,2025-11-02 00:34:54
811e38ea2dcef9570d1e2634a3fe4fa9,p:10,"Conversation with Սիմոնյան Ալեն Ռոբերտի at 11/1/2025, 8:29:48 PM: Ես, Ալեքսանյան Վահագն Հովիկի, հարգալից և բարեկամական խոսակցություն ունեցա Սիմոնյան Ալեն Ռոբերտիի հետ: Նախ, ես արտահայտեցի իմ հարգանքը նրա նախագահության հանդեպ և շնորհակալություն հայտնեցի Ազգային ժողովի աշխատանքների կազմակերպման և քաղաքական դիալոգի զարգացման համար: Ալեն Ռոբերտին շատ առաքելական և բաց համապատասխանեց, նշելով, որ «Քաղաքացիական պայմանագիր»-ի նպատակները մեր համատեղ պարտականությունն են, և առաջարկեց միասին աշխատել:  

Ես համաձայնեցի նրա հետ և կրկնեցի, որ մեր համագործակցությունը կարևոր է քա",7.0,1762029289410.0,conversation,1762029289412245000,2025-11-02 00:34:49
bc29a0c9d8b0f85a0b732daf824a4fa9,p:4,"Conversation with Աբրահամյան Տիգրան Հրանտի at 11/1/2025, 8:34:37 PM: Իմ անունը Ռուբինյան Ռուբեն Կարապետի է, և այս խոսակցությունը Աբրահամյան Տիգրան Հրանտիի հետ ինձ համար իսկապես արժեքավոր էր: Ես նախ ուզում էի ասել, որ Տիգրան Հրանտին ինձ համար միշտ հարգանքի առարկա է եղել՝ իր անձնական ուղին, Արցախից մինչև կառավարության աշխատակազմ հասնելով, և այս հանդիպումը հաստատեց այդ հարգանքը:  

Ես նկատեցի, որ մենք երկուսս էլ միևնույն սկզբունքներով ենք ղեկավարվում՝ հայրենիքի ծառայությունը կուսակցական շահերից բարձր է: Երբ նա ասաց, որ հավատը կառուցվում է ամենօրյա գործողություններով,",8.0,1762029277116.457,conversation,1762029289093601000,2025-11-02 00:34:37
e907d0940e88d1c49f1172458aa04fa9,p:2,"Conversation with Սիմոնյան Ալեն Ռոբերտի at 11/1/2025, 8:34:32 PM: Ես Արշակյան Հակոբ Վրեժին եմ, և այսօր ես հարցազրույց ունեցա Սիմոնյան Ալեն Ռոբերտի հետ՝ Ազգային ժողովում: Մենք երկուսս էլ «Քաղաքացիական պայմանագիր»-ի անդամներ ենք, և սա ինձ համար հատուկ նշանակություն ուներ՝ քանի որ մեր մտածողությունները համապատասխանում էին ոչ միայն քաղաքական, այլև էթիկական սկզբունքներին:

Ես ասացի, որ տեխնոլոգիան և գիտությունը պետք է ծառայեն քաղաքացուն, ոչ թե իշխանությանը: Ալենը համաձայնեց, և մենք համատեղ կառուցեցինք մի հասկացություն՝ որ բացությունը, հաշվետվողականությունը և քաղաքացի",8.0,1762029271933.284,conversation,1762029287778798000,2025-11-02 00:34:31
